type,date,time,time_count,radius,tweetID,keyframe,keyframe_name,author,message,latitude,longitude, location
mbdata,20140123201000,2010,10,4,1134,13,Hostage Situation Witnesses,megaMan,groups of people running out of stores #TAG,,,
mbdata,20140123201000,2010,10,4,1135,13,Hostage Situation Witnesses,AbilaPoliceDepartment,We're asking the public to stay away from the corner of Alexandrias & Ithakis while we resolve this emerging issue,,,
mbdata,20140123201000,2010,10,4,1137,13,Hostage Situation Witnesses,roger_roger,still here,,,
mbdata,20140123201000,2010,10,4,1138,13,Hostage Situation Witnesses,sofitees,mom im ok cops r here dont worry im across the street but safe,36.059,24.857,
mbdata,20140123201017,2010,10,4,1141,13,Hostage Situation Witnesses,megaMan,Carly's being evacuated  #TAG,,,
mbdata,20140123201017,2010,10,4,1145,13,Hostage Situation Witnesses,prettyRain,i think i'm sick,,,
mbdata,20140123201022,2010,10,4,1147,13,Hostage Situation Witnesses,megaMan,People trying to leave in their cars - police say no  #TAG,,,
mbdata,20140123201038,2010,10,4,1152,13,Hostage Situation Witnesses,jenny90210,OMG going to the grocery store and pople are being shot,,,
mbdata,20140123201038,2010,10,4,1156,13,Hostage Situation Witnesses,SiaradSea,That was intense! #time4wine,,,
mbdata,20140123201121,2011,3,3,1164,13,Hostage Situation Witnesses,protoGuy,cops are helping poeple from carlys coffee,,,
mbdata,20140123201121,2011,3,3,1165,13,Hostage Situation Witnesses,megaMan,Been livecasting this for about 1/2 hour - not sure how it will end  #TAG,,,
mbdata,20140123201121,2011,3,3,1166,13,Hostage Situation Witnesses,AbilaPost,#APD are interviewing evacuees from businesses surrounding the gelatogalore standoff #AbilaPost,,,
mbdata,20140123201300,2013,4,3,1170,13,Hostage Situation Witnesses,protoGuy,i could use a coffee,,,
mbdata,20140123201300,2013,4,3,1171,13,Hostage Situation Witnesses,megaMan,@ben Im still behind the pole and a trashbin #TAG,,,
mbdata,20140123201300,2013,4,3,1173,13,Hostage Situation Witnesses,sofitees,should got another coffeee this is going to take a long time #standoff,36.059,24.857,
mbdata,20140123201310,2013,4,3,1174,13,Hostage Situation Witnesses,megaMan,@george I dont know which are from the Post - are they @Post?  #TAG,,,
mbdata,20140123201411,2014,2,3,1175,13,Hostage Situation Witnesses,megaMan,@ben Police arent looking for me - they have their hands full #TAG,,,
mbdata,20140123201411,2014,2,3,1176,13,Hostage Situation Witnesses,AbilaPoliceDepartment,Gelatogalore patrons have been advised to shelter in place #APD,,,
mbdata,20140123201501,2015,5,4,1183,13,Hostage Situation Witnesses,AbilaPost,General Grocer Octavios Office Supply and Carly's Coffee has all been closed #AbilaPost,,,
mbdata,20140123201501,2015,5,4,1184,13,Hostage Situation Witnesses,HomelandIlluminations,Evacuations of area businesses are under way at police standoff,,,
mbdata,20140123201501,2015,5,4,1185,13,Hostage Situation Witnesses,Simon_Hamaeth,i think they are trying to evacuate us! #standoff,,,
mbdata,20140123201547,2015,5,4,1187,13,Hostage Situation Witnesses,NewsOnlineToday,Police evacuating area of businesses underway near police standoff #Abila,,,
mbdata,20140123201547,2015,5,4,1188,13,Hostage Situation Witnesses,roger_roger,still here,,,
mbdata,20140123201614,2016,1,3,1190,13,Hostage Situation Witnesses,AbilaPost,Gelatogalore patrons are still trapped inside #AbilaPost,,,
mbdata,20140123201801,2018,1,3,1194,13,Hostage Situation Witnesses,roger_roger,oh jeez some girl here just threw up,,,
mbdata,20140123202002,2020,2,3,1200,13,Hostage Situation Witnesses,Sara_Nespola,now people are showing up that were trapped in the coffee shop #hostage,,,
mbdata,20140123202002,2020,2,3,1204,13,Hostage Situation Witnesses,HomelandIlluminations,Witnesses report there may be people trapped in nearby businesses,,,
mbdata,20140123202103,2021,5,4,1207,13,Hostage Situation Witnesses,megaMan,not good #TAG,,,
mbdata,20140123202103,2021,5,4,1208,13,Hostage Situation Witnesses,NewsOnlineToday,People may be trapped in nearby businesses #Abila,,,
mbdata,20140123202103,2021,5,4,1210,13,Hostage Situation Witnesses,roger_roger,if this doesn't end soon i'm gonna leave anyway,,,
mbdata,20140123202113,2021,5,4,1213,13,Hostage Situation Witnesses,megaMan,Good time to listen behind the pole  #TAG,,,
mbdata,20140123202123,2021,5,4,1214,13,Hostage Situation Witnesses,megaMan,OK I cant move without being under a light  #TAG #stuck,,,
mbdata,20140123202221,2022,2,3,1222,13,Hostage Situation Witnesses,AbilaPost,close to 200 people have gathered to watch standoff at Alexandrias & Ithakis #AbilaPost,,,
mbdata,20140123202221,2022,2,3,1223,13,Hostage Situation Witnesses,SiaradSea,Home!,,,
mbdata,20140123202303,2023,1,3,1225,13,Hostage Situation Witnesses,FriendsOfKronos,what kind of dummies go to where shooting is? bystanders deserve to get shot #POK,,,
mbdata,20140123202500,2025,1,3,1235,13,Hostage Situation Witnesses,SiaradSea,"I'm all right, everybody! Gonna try to unwind now.",,,
mbdata,20140123202602,2026,3,3,1238,13,Hostage Situation Witnesses,AbilaPost,what will the economic impact of this standoff be for businesses in the vicinity? #AbilaPost,,,
mbdata,20140123202602,2026,3,3,1240,13,Hostage Situation Witnesses,Simon_Hamaeth,we're free! thanks #APD #standoff,,,
mbdata,20140123202615,2026,3,3,1241,13,Hostage Situation Witnesses,FriendsOfKronos,hey Abila Post: terrorism is bad for business #POK,,,
mbdata,20140123202733,2027,2,3,1247,13,Hostage Situation Witnesses,protoGuy,"i want to move to get a better view, but there are too many guns out",,,
mbdata,20140123202733,2027,2,3,1249,13,Hostage Situation Witnesses,roger_roger,some guy looked out the window says theres a ton of cops,,,
mbdata,20140123203000,2030,3,3,1259,13,Hostage Situation Witnesses,megaMan,Some kid just came up behind me at the pole #scaredmetodeath #TAG,,,
mbdata,20140123203000,2030,3,3,1260,13,Hostage Situation Witnesses,AbilaPost,Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost,,,
mbdata,20140123203015,2030,3,3,1263,13,Hostage Situation Witnesses,FriendsOfKronos,crowd continues to grow despite police warnings #POK,,,
mbdata,20140123203101,2031,3,3,1266,13,Hostage Situation Witnesses,FriendsOfKronos,i know lets get close to the terrorists #POK,,,
mbdata,20140123203101,2031,3,3,1267,13,Hostage Situation Witnesses,megaMan,kid ran off...said hes taking pictures to sell to the press  #TAG,,,
mbdata,20140123203147,2031,3,3,1269,13,Hostage Situation Witnesses,truccotrucco,so bored & so scared ive never felt like this before #standoff,36.059,24.856,
mbdata,20140123203211,2032,2,3,1274,13,Hostage Situation Witnesses,megaMan,police moving people back - kid jujst got caught #TAG,,,
mbdata,20140123203252,2032,2,3,1279,13,Hostage Situation Witnesses,AbilaPost,Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost,,,
mbdata,20140123203349,2033,1,3,1287,13,Hostage Situation Witnesses,truccotrucco,why dont the cops do anything? save us pls! #APD #standoff,36.059,24.856,
mbdata,20140123203502,2035,5,4,1295,13,Hostage Situation Witnesses,truccotrucco,why is this taking so long? im starting to feel sick #standoff,36.059,24.856,
mbdata,20140123203502,2035,5,4,1297,13,Hostage Situation Witnesses,megaMan,ha - two of the SWAT guys just walked by and didn't notice me.  #lucky #TAG,,,
mbdata,20140123203502,2035,5,4,1298,13,Hostage Situation Witnesses,panopticon,heading around the corner to get a better look,,,
mbdata,20140123203502,2035,5,4,1299,13,Hostage Situation Witnesses,roger_roger,still here,,,
mbdata,20140123203509,2035,5,4,1307,13,Hostage Situation Witnesses,MarcusDrymiau,can't believe people in here are moving TOWARDS the danger #shooter #stupid,,,
mbdata,20140123203656,2036,1,3,1309,13,Hostage Situation Witnesses,truccotrucco,im sick im tired just wan to run out of here!,36.059,24.856,
mbdata,20140123204000,2040,2,3,1311,13,Hostage Situation Witnesses,truccotrucco,just poked my head up looks like hundred of people outside #standoff,36.059,24.856,
mbdata,20140123204000,2040,2,3,1312,13,Hostage Situation Witnesses,megaMan,@ben theres a couple hundred at each end of the street no clue how many police here now #TAG,,,
mbdata,20140123204301,2043,1,3,1314,13,Hostage Situation Witnesses,truccotrucco,who comes to see this? all i want to do is get out of here! #standoff,36.059,24.856,
mbdata,20140123204500,2045,2,3,1318,13,Hostage Situation Witnesses,truccotrucco,anybody out there watching the standoff i iwll gladly switch places with you #idiots #standoff,36.059,24.856,
mbdata,20140123204500,2045,2,3,1321,13,Hostage Situation Witnesses,panopticon,cops have cordoned off the area but i got a pretty good view now of the standoff,,,
mbdata,20140123204932,2049,1,3,1331,13,Hostage Situation Witnesses,mattdies,We just got back from Gelato Galore.  #lucky #blessed,,,
mbdata,20140123205200,2052,1,3,1343,13,Hostage Situation Witnesses,roger_roger,still here,,,
mbdata,20140123210100,2101,1,3,1360,13,Hostage Situation Witnesses,prettyRain,please let me go home,,,
mbdata,20140123210405,2104,1,3,1367,13,Hostage Situation Witnesses,roger_roger,sounds like we might be getting out of here,,,
mbdata,20140123211814,2118,1,3,1397,13,Hostage Situation Witnesses,megaMan,"Thanks for the support, followers! Time to exit! #TAG",,,
mbdata,20140123211903,2119,1,3,1399,13,Hostage Situation Witnesses,truccotrucco,therye letting us goo finallly! im still shaking! #standoff,36.059,24.856,
mbdata,20140123212050,2120,1,3,1407,13,Hostage Situation Witnesses,roger_roger,almost out of here,,,
mbdata,20140123212111,2121,1,3,1415,13,Hostage Situation Witnesses,prettyRain,OMGOPMGOMGthank you thank you thank you,,,
mbdata,20140123212200,2122,1,3,1421,13,Hostage Situation Witnesses,truccotrucco,can anybody give me ride? #stillshaking,36.059,24.856,
mbdata,20140123212334,2123,2,3,1437,13,Hostage Situation Witnesses,prettyRain,I'm okay - it was scarey but we made it ok,,,
mbdata,20140123212334,2123,2,3,1438,13,Hostage Situation Witnesses,roger_roger,lame they wnat us to stay and give statements,,,
mbdata,20140123212500,2125,2,3,1444,13,Hostage Situation Witnesses,panopticon,cops wont answer any questions im heading home #standoffover #bedtime,,,
mbdata,20140123212500,2125,2,3,1445,13,Hostage Situation Witnesses,prettyRain,thank u for ur prayers,,,
mbdata,20140123194148,1941,1,3,838,12,Hostage Situation,HomelandIlluminations,witnesses report that gunmen have hostages,,,
mbdata,20140123194203,1942,5,4,849,12,Hostage Situation,NewsOnlineToday,Witnesses report gunmen have hostages #Abila,,,
mbdata,20140123194214,1942,5,4,855,12,Hostage Situation,megaMan,just a few lights in the gelato parking lot - hard to see clearly #TAG,,,
ccdata,20140123194214,1942,5,4,856,12,Hostage Situation,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,1492 N. Lumen St
mbdata,20140123194222,1942,5,4,858,12,Hostage Situation,megaMan,headlights from each car focused on the other #TAG,,,
mbdata,20140123194228,1942,5,4,863,12,Hostage Situation,protoGuy,"no more shooting, their just waiting for someone to make a move",,,
mbdata,20140123194300,1943,3,3,870,12,Hostage Situation,HomelandIlluminations,reports of hostage standoff at corner of Ithakis and Alexandrias.,,,
mbdata,20140123194311,1943,3,3,877,12,Hostage Situation,NewsOnlineToday,Report of hostage standoff #Abila,,,
ccdata,20140123194311,1943,3,3,878,12,Hostage Situation,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,1066 N. Lumen St
mbdata,20140123194428,1944,3,3,919,12,Hostage Situation,megaMan,Wonder if the van guys are getting nervous or gonna give up #TAG,,,
ccdata,20140123194429,1944,3,3,922,12,Hostage Situation,DISPATCH,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,N. Ithakis St / N. Dentro St
mbdata,20140123194440,1944,3,3,926,12,Hostage Situation,megaMan,Police starting to move about - still can't see anyone in van - probably empty #TAG,,,
mbdata,20140123194500,1945,6,4,940,12,Hostage Situation,protoGuy,van dude is waving his gun and shouting at cops.  He's crazy!,,,
mbdata,20140123194500,1945,6,4,943,12,Hostage Situation,panopticon,the guy is screaming at the cops and waving a gun why arentt they shooting him just shot a cop,,,
mbdata,20140123194511,1945,6,4,947,12,Hostage Situation,SiaradSea,shooter s a nut,,,
mbdata,20140123194522,1945,6,4,950,12,Hostage Situation,brontes_riff,COPS everywhere!,,,
mbdata,20140123194522,1945,6,4,951,12,Hostage Situation,Sara_Nespola,guy in the van has a gun and he doesn't seem too stable,,,
mbdata,20140123194547,1945,6,4,954,12,Hostage Situation,AbilaPost,Additional #APD units have arrived at the scen of shooting at Gelatogalore #AbilaPost,,,
mbdata,20140123194600,1946,9,4,957,12,Hostage Situation,truccotrucco,more cops have arrived someone just saw #shooting,36.059,24.856,
mbdata,20140123194600,1946,9,4,960,12,Hostage Situation,HomelandIlluminations,additional APD units on site of hostage scene,,,
mbdata,20140123194600,1946,9,4,961,12,Hostage Situation,roger_roger,Guy just came back - says he looked out the back door and saw a black van and guys with guns.,,,
mbdata,20140123194635,1946,9,4,963,12,Hostage Situation,FriendsOfKronos,more cops coming to battle POK terrorists,,,
mbdata,20140123194641,1946,9,4,964,12,Hostage Situation,FriendsOfKronos,Sylvia's rally in the park just a distraction? #POK #terroristsnotasdumbastheylook,,,
mbdata,20140123194641,1946,9,4,965,12,Hostage Situation,surferMan,the terorrist are off their rockers - they should all go back to church,,,
mbdata,20140123194641,1946,9,4,966,12,Hostage Situation,protoGuy,don't our cops practice with their guns?,,,
mbdata,20140123194641,1946,9,4,967,12,Hostage Situation,CentralBulletin,Additional police units have responded to shooting scene #Abila #CentralBulletin,,,
mbdata,20140123194641,1946,9,4,968,12,Hostage Situation,InternationalNews,Abila police department is keeping people away from the scene of the shooting. #IntNews,,,
mbdata,20140123194700,1947,4,3,978,12,Hostage Situation,protoGuy,more cops have come this is getting real,,,
mbdata,20140123194700,1947,4,3,979,12,Hostage Situation,KronosStar,Additional APD units have been called to the scene of the shooting near General Grocer and Gelato Galore. #KronosStar,,,
mbdata,20140123194700,1947,4,3,980,12,Hostage Situation,AbilaPoliceDepartment,Reporting a police event at Ithakis and Alexandrias. Please avoid this area while we resolve the situation. #APD,,,
ccdata,20140123194700,1947,4,3,983,12,Hostage Situation,DISPATCH,CRIME SCENE INVESTIGATION REQUEST-LOCATION/PERSON/INCIDENT OF INTEREST,,,1422 N. Souliou St
mbdata,20140123195500,1955,7,4,1008,12,Hostage Situation,truccotrucco,big vehicle just showeed up ????,36.059,24.856,
mbdata,20140123195500,1955,7,4,1009,12,Hostage Situation,protoGuy,swat has shown up,,,
mbdata,20140123195500,1955,7,4,1010,12,Hostage Situation,megaMan,Big official truck shows up.  Not sure who these guys are  #TAG,,,
mbdata,20140123195500,1955,7,4,1012,12,Hostage Situation,AbilaPost,#APD SWAT team has arrived at the scene of the stand off at Gelatogalore at Alexandrias and Ithakis?#AbilaPost,,,
mbdata,20140123195500,1955,7,4,1013,12,Hostage Situation,KronosStar,APD SWAT has arrived at the scene of the shooting at Gelato Galore. #KronosStar #APDSWAT,,,
mbdata,20140123195500,1955,7,4,1016,12,Hostage Situation,sofitees,holy cow SWAt showed up this is getting crazy #standoff,36.059,24.857,
mbdata,20140123195559,1955,7,4,1018,12,Hostage Situation,truccotrucco,i think the swat team has arrived hopefully stand off ends soon #shooting #standoff,36.059,24.856,
mbdata,20140123195657,1956,4,3,1019,12,Hostage Situation,megaMan,Shooters coming out the back #TAG,,,
mbdata,20140123195657,1956,4,3,1020,12,Hostage Situation,AbilaPost,#APD SWAT team arrives in armored vehicle #AbilaPost,,,
mbdata,20140123195657,1956,4,3,1021,12,Hostage Situation,CentralBulletin,Abila Police SWAT team has arrived at scene of stand off #Abila #CentralBulletin,,,
mbdata,20140123195657,1956,4,3,1022,12,Hostage Situation,prettyRain,guy who was gonna run came back said police were outside,,,
mbdata,20140123195700,1957,7,4,1025,12,Hostage Situation,FriendsOfKronos,#APD swat on the scene! take the terrorists down boys! #POK,,,
mbdata,20140123195700,1957,7,4,1026,12,Hostage Situation,brontes_riff,Just a free man exerting his rights so of course the cops have to take him down,,,
mbdata,20140123195700,1957,7,4,1027,12,Hostage Situation,protoGuy,swat guys are going to take this dude down,,,
mbdata,20140123195700,1957,7,4,1028,12,Hostage Situation,Sara_Nespola,SWAT has arrived they're gonna shoot him,,,
mbdata,20140123195700,1957,7,4,1029,12,Hostage Situation,megaMan,@ben yeah SWAT. I'm trying to stay where I am but ... #TAG,,,
mbdata,20140123195700,1957,7,4,1030,12,Hostage Situation,panopticon,SWAT is here crazy looks just a movie its about to go down!,,,
mbdata,20140123195732,1957,7,4,1034,12,Hostage Situation,HomelandIlluminations,Tactical units have arrived at scene,,,
mbdata,20140123195813,1958,8,4,1037,12,Hostage Situation,truccotrucco,guy in the van keeps yeelling at cops cant hear him but looks mad #standoff,36.059,24.856,
mbdata,20140123195813,1958,8,4,1038,12,Hostage Situation,protoGuy,dude in the van says he's gonna shot a hostage if they dont let him go,,,
mbdata,20140123195813,1958,8,4,1039,12,Hostage Situation,megaMan,black clothes guys yelling at van guys #TAG,,,
mbdata,20140123195813,1958,8,4,1040,12,Hostage Situation,AbilaPost,#APD reports shooter in black van has a hostage #AbilaPost,,,
mbdata,20140123195813,1958,8,4,1041,12,Hostage Situation,KronosStar,APD reports the shooter near Gelato Galore and General Grocer has a hostage. #KronosStar,,,
mbdata,20140123195813,1958,8,4,1042,12,Hostage Situation,NewsOnlineToday,tactical units arrived at scene #Abila,,,
